1.0000000e+01	1.9816619e-20
1.0125000e+01	1.9909738e-20
1.0250000e+01	1.3800205e-20
1.0375000e+01	8.4057120e-21
1.0500000e+01	7.0867166e-21
1.0625000e+01	7.2074825e-21
1.0750000e+01	8.0708648e-21
1.0875000e+01	7.7635237e-21
1.1000000e+01	7.3916784e-21
1.1125000e+01	6.8202706e-21
1.1250000e+01	4.7516964e-21
1.1375000e+01	4.7248918e-21
1.1500000e+01	5.0155961e-21
1.1625000e+01	4.6950305e-21
1.1750000e+01	4.2403827e-21
1.1875000e+01	3.5674905e-21
1.2000000e+01	3.0028299e-21
1.2125000e+01	3.6456954e-21
1.2250000e+01	4.0852491e-21
1.2375000e+01	2.2956086e-21
1.2500000e+01	1.4574202e-21
1.2625000e+01	1.3301966e-21
1.2750000e+01	1.2585595e-21
1.2875000e+01	1.2125704e-21
1.3000000e+01	1.1774632e-21
1.3125000e+01	1.1665553e-21
1.3250000e+01	1.2305000e-21
1.3375000e+01	1.4450734e-21
1.3500000e+01	1.8924478e-21
1.3625000e+01	4.4897080e-21
1.3750000e+01	5.1552069e-21
1.3875000e+01	2.9607475e-21
1.4000000e+01	2.0184467e-21
1.4125000e+01	8.8904854e-22
1.4250000e+01	5.6076506e-22
1.4375000e+01	5.1545589e-22
1.4500000e+01	4.1966698e-22
1.4625000e+01	3.9919047e-22
1.4750000e+01	3.8820670e-22
1.4875000e+01	4.2642049e-22
1.5000000e+01	4.5207034e-22
1.5125000e+01	3.9862608e-22
1.5250000e+01	3.5893107e-22
1.5375000e+01	3.2143046e-22
1.5500000e+01	2.9749130e-22
1.5625000e+01	3.2473760e-22
1.5750000e+01	3.2680906e-22
1.5875000e+01	2.8592754e-22
1.6000000e+01	2.9069461e-22
1.6125000e+01	2.9922673e-22
1.6250000e+01	3.7858349e-22
1.6375000e+01	3.9065853e-22
1.6500000e+01	4.4591041e-22
1.6625000e+01	4.2185093e-22
1.6750000e+01	2.7557292e-22
1.6875000e+01	2.8945723e-22
1.7000000e+01	2.8350451e-22
1.7125000e+01	3.5362663e-22
1.7250000e+01	3.1759971e-22
1.7375000e+01	2.6775393e-22
1.7500000e+01	2.3248187e-22
1.7625000e+01	2.0353717e-22
1.7750000e+01	1.7765622e-22
1.7875000e+01	1.8334027e-22
1.8000000e+01	1.8267924e-22
1.8125000e+01	1.9444339e-22
1.8250000e+01	1.8368913e-22
1.8375000e+01	1.7728559e-22
1.8500000e+01	1.6211113e-22
1.8625000e+01	1.4236636e-22
1.8750000e+01	1.3056020e-22
1.8875000e+01	1.2153865e-22
1.9000000e+01	1.2303795e-22
1.9125000e+01	1.2043748e-22
1.9250000e+01	1.1596496e-22
1.9375000e+01	1.1428327e-22
1.9500000e+01	1.0843753e-22
1.9625000e+01	9.7884933e-23
1.9750000e+01	1.0534431e-22
1.9875000e+01	9.3646089e-23
2.0000000e+01	9.1429560e-23
2.0125000e+01	8.9174491e-23
2.0250000e+01	9.0232037e-23
2.0375000e+01	8.5680681e-23
2.0500000e+01	7.8770711e-23
2.0625000e+01	7.6814988e-23
2.0750000e+01	7.5743086e-23
2.0875000e+01	7.0171931e-23
2.1000000e+01	6.9645994e-23
2.1125000e+01	6.8337995e-23
2.1250000e+01	6.5782702e-23
